time,open,close,price,volume,dayHigh,dayLow,SMA_5,SMA_10,RSI,MACD,Signal_Line,MACD_Histogram,vd_positive_mean,vd_negative_mean,vd_neutral_mean,vd_compound_mean,vd_positive_med,vd_negative_med,vd_neutral_med,vd_compound_med
2025-01-24,104124.13,104782.29,105037.97708333335,2121891650833.5942,107200.0,101200.01,104924.86108333334,104788.733625,60.12904225326383,352.8726097249309,474.31464485810943,-121.44203513317848,0.1029691629955947,0.016876651982378855,0.88015859030837,0.2849885462555066,0.106,0.0,0.894,0.2263
2025-01-25,104597.44,105009.4,104702.23,989225494443.317,107200.0,102700.0,104705.00125000002,104796.03308333334,45.932409493107116,80.22059854798135,29.8618734174529,50.358725130528455,0.11058252427184466,0.027660194174757284,0.8618106796116505,0.3180844660194175,0.1405,0.0,0.856,0.3182
2025-01-26,104736.11,103415.9,104813.82652173912,442317829776.3029,105478.8,103355.79,104885.81208695652,104899.04234782608,49.13642053286351,-124.56437876957352,-5.919363006008105,-118.64501576356544,0.13954726368159204,0.01383582089552239,0.8466019900497512,0.41984278606965175,0.151,0.0,0.842,0.4215
2025-01-27,103179.08,102071.39,100496.53875,1147805775223.1367,105478.8,97688.7,100698.47350000001,101178.06483333332,26.433377670980068,-379.7176075409952,-775.2860762989682,395.56846875797294,0.11701298701298701,0.03308225108225108,0.8498701298701299,0.24702207792207792,0.098,0.0,0.848,0.3612
2025-01-28,102864.96,101339.82,102369.50166666666,1598035544438.56,103800.0,97688.7,102416.44033333333,102234.129875,55.02528913288496,-134.82588492856303,88.70440501061506,-223.5302899391781,0.12953554502369669,0.04329383886255924,0.8271848341232227,0.3399649289099526,0.158,0.0,0.842,0.4995
2025-01-29,101334.75,103987.02,102486.55708333333,1035549734451.0,104750.0,100265.7,102267.50733333333,102178.70445833333,54.30675352411379,380.9482009785133,198.51680205752717,182.4313989209862,0.11208333333333333,0.02009313725490196,0.8678382352941176,0.26814509803921566,0.119,0.0,0.848,0.4404
2025-01-30,103608.57,105131.0,105106.41666666667,1218131345408.0,106520.0,101287.836,104997.08466666668,104735.72079166667,65.85828620583932,404.28989865804033,543.9190814139628,-139.62918275592244,0.11489247311827958,0.018413978494623656,0.8667258064516128,0.3013306451612903,0.108,0.0,0.849,0.3286
2025-01-31,104802.65,102068.26,104035.82416666666,942100660224.0,106219.695,101534.7,104296.94374999999,104520.35525000001,40.69465825257589,-621.077229324379,-307.0698612335695,-314.0073680908095,0.112315,0.00776,0.8799549999999999,0.31421299999999996,0.0,0.0,1.0,0.0
2025-02-01,102288.27,100529.1,101993.62541666666,953954947072.0,105826.97,100446.33,102074.70883333334,102231.07766666666,36.448734031389826,-506.0170760560432,-451.35706290491953,-54.66001315112362,0.14000704225352112,0.008957746478873239,0.8510352112676056,0.3799323943661972,0.114,0.0,0.842,0.4019
2025-02-02,100726.75,97304.0,99150.7475,980547334144.0,102754.055,96217.45,99441.29950000001,99843.68079166667,32.642758174811185,-963.1700253871386,-897.3644345298569,-65.80559085728169,0.10486432160804021,0.017527638190954774,0.8776331658291457,0.18745628140703519,0.0,0.0,1.0,0.0
2025-02-03,97344.86,99595.19,95547.20263157896,1847331151872.0,101382.08,91774.66,95422.61873684211,95666.58415789473,40.49061749398828,-20.639266605649027,-718.4740899834163,697.8348233777673,0.1262,0.041302702702702705,0.8323567567567567,0.3720113513513514,0.176,0.0,0.824,0.636
