time,open,close,price,volume,dayHigh,dayLow,SMA_5,SMA_10,RSI,MACD,Signal_Line,MACD_Histogram
2024-11-24,97902.47,98274.66,97546.67083333334,1100251861555.284,99005.305,95611.0,97571.45583333333,97717.89025,37.04144003241187,-302.3853087323223,-404.7779540991047,102.3926453667824
2024-11-25,97932.41,94211.7,96869.26260869566,1339462485896.4866,98999.0,92534.93,97151.63078260868,97320.81304347827,47.52779882036452,-882.2943910704053,-560.0255036095948,-322.26888746081045
2024-11-26,93216.8,91807.63,93168.90250000001,2371833877183.4336,98999.0,90682.58,93389.32875,93659.14495833333,35.14397880240272,-878.5854900611157,-863.5751738645287,-15.01031619658704
2024-11-27,92221.3,96171.02,94181.75624999999,2171423963413.5713,97387.9,90682.58,93796.67183333333,93411.19945833333,64.03386543251135,864.8340273698414,618.4457554805465,246.38827188929488
2024-11-28,96108.79,95723.42,95451.15749999999,1830771352984.995,97387.9,91804.37,95535.8055,95640.33354166667,49.784960660203126,60.92218163482903,105.55340836727332,-44.631226732444304
2024-11-29,95484.35,97265.09,96833.21250000001,1438534017675.6587,98750.0,94611.9,96665.00050000001,96436.39991666668,63.809659860479094,429.3525265261415,471.1468986555884,-41.79437212944691
2024-11-30,97324.7,96572.0,96771.37263157895,1282948526672.9004,98750.0,95406.1,96834.31536842106,96916.56810526316,43.04504936736747,5.886280110862572,36.34188967352472,-30.455609562662147
2024-12-01,96590.29,97767.17,96917.32458333333,1067726301707.5939,97988.0,95753.42,96848.78741666667,96790.30091666667,58.21458547317269,228.47680439152464,164.03591454537457,64.44088984615007
2024-12-02,97142.93,95566.39,96118.81624999999,1537153266613.1675,98240.0,94376.9,96288.97558333333,96442.332625,43.6602938542772,-298.99825307456194,-284.24648265718844,-14.751770417373509
2024-12-03,95894.04,95964.18,95571.36499999999,1968181688638.6975,98240.0,93565.1,95542.38274999999,95569.33616666666,47.17692694914169,-27.43810843161191,-138.0882585843491,110.65015015273718
2024-12-04,95999.9,98810.59,96480.08916666667,1816600036074.0288,99263.2,93565.1,96259.41674999999,96134.63154166668,59.15611748058972,562.5539564914361,265.3047287049924,297.2492277864437
2024-12-05,98554.89,96048.91,101298.0025,3277540701122.1294,104015.5,88800.0,101353.98574999999,100982.142875,60.04149283180868,-157.81327795817924,670.7824633270965,-828.5957412852757
2024-12-06,96634.07,100533.05,98895.23166666667,3753862197057.284,103665.6,88800.0,98642.31,98588.38479166666,50.0980810656547,533.500988230764,236.95037103133384,296.55061719943023
2024-12-07,100099.89,99960.0,99803.70041666667,2200334482715.185,102104.12,96635.84,99872.78058333334,99963.39454166667,47.67011715119916,107.1788663314801,75.26247956474404,31.916386766736053
2024-12-08,99816.11,100285.28,99820.825,1299950900056.7617,100581.03,98699.7,99817.14841666666,99827.96058333333,50.169881020391436,77.1750648325833,28.713170506449785,48.46189432613352
2024-12-09,100865.86,97280.0,98568.52583333333,1492512030194.5093,101480.0,94140.9,98831.21633333333,99092.95425000001,40.721899103550776,-684.5629443020443,-537.6460790948839,-146.9168652071604
2024-12-10,97082.7,96979.09,96894.315,3415237696148.103,101212.48,94140.9,96902.94925,97067.10791666666,45.44359865121165,-385.1313669694064,-464.7732675600452,79.64190059063878
2024-12-11,96832.44,101397.82,98941.37800000001,2879317891428.0938,101984.98,94273.38,98574.94271999999,98057.64444,69.31126820063601,1098.3567151085151,896.6089345991675,201.74778050934788
2024-12-12,101171.87,100317.87,100827.9925,2612345831585.394,102595.0,95722.79,100949.06091666665,100966.21225,51.95210093390801,58.09447698004078,285.0051850796808,-226.91070809964
2024-12-13,100201.9,101291.56,100488.06,1911625258016.616,102595.0,99220.81,100372.21975,100318.34637500001,51.65663336143961,312.4708311038121,207.42952493674025,105.04130616707188
2024-12-14,101373.16,101212.91,101518.065,1666294732308.6335,102650.0,99220.81,101538.13341666666,101549.23741666666,50.081664955839045,-15.091500023423578,65.95028219538406,-81.04178221880764
2024-12-15,101447.95,103552.72,102462.97249999999,1309762933301.9731,103869.01,100550.0,102292.4635,102098.88095833334,65.67377983617133,419.80383446387714,388.11353651267575,31.690297951201387
2024-12-16,104646.12,105771.54,105270.99916666666,1945672139865.0186,107857.79,101271.09,105043.78474999999,104698.03666666667,66.39188476671573,693.2736691416649,727.1506825563017,-33.87701341463685
2024-12-17,106015.7,105601.0,106752.71,2016333005035.2666,108388.88,103220.0,106737.222,106702.03033333334,57.906788689333275,120.3539275173971,351.138801216308,-230.78487369891087
2024-12-18,106312.99,100834.38,103936.94791666667,1936029601924.9304,108388.88,100080.0,104374.15291666666,104776.42329166667,35.77419367593958,-1118.872801801961,-756.9293802253014,-361.9434215766596
2024-12-19,100524.43,97823.67,100216.95125,2473926714762.164,106528.13,95537.0,100513.59808333333,101002.58537500001,39.487333533849714,-1398.8457902647642,-1100.998702915189,-297.8470873495753
2024-12-20,97419.66,97492.63,96216.5025,2668221742841.9126,102800.0,92115.66,96247.69708333333,96395.63079166667,40.60989491117858,-387.88223236271006,-782.7965894158145,394.9143570531045
2024-12-21,97500.2,96933.17,97598.26708333334,2173158038664.69,99596.57,92115.66,97588.95825000001,97542.645125,56.080210342332954,-89.88990148784069,8.584748452151992,-98.47464993999267
2024-12-22,97248.12,95566.24,96212.3725,1109184683178.4653,99596.57,94182.98,96377.46608333332,96569.48216666667,42.26999644875222,-522.6128936372697,-422.0532838566208,-100.55960978064894
2024-12-23,94997.98,95190.88,94703.22625,1222354053022.4219,97429.0,92360.91,94767.50016666668,94976.54558333334,43.89634760459129,-500.9721201834036,-535.5454935997076,34.57337341630398
2024-12-24,94486.63,98910.45,95782.58583333333,1417617417538.01,99554.0,92360.91,95436.81374999999,94920.20554166667,60.43215037545348,1098.5869602073071,792.2183313857399,306.3686288215672
2024-12-25,98645.58,99133.04,98367.61375,1054091869595.6963,99554.0,93426.25,98324.00425,98283.62320833333,57.16475444192822,468.2950958773872,490.5831810339896,-22.28808515660233
2024-12-26,99900.0,95420.7,96703.13791666667,908751487164.299,99900.0,95083.93,96986.97608333333,97298.60854166666,37.110953880042125,-618.2182176550559,-608.5245770455913,-9.693640609464635
2024-12-27,95779.83,94278.12,95576.08333333333,1100249763438.5503,99800.58,93234.31,95674.635,95813.30975,49.164645764050164,-565.739396082543,-445.06027623755006,-120.6791198449929
2024-12-28,94274.75,95105.79,94585.87791666666,993643276473.3722,97554.0,93234.31,94536.90841666667,94493.23954166665,50.18218960956586,-13.54023989441339,-109.26954748433133,95.72930758991792
2024-12-29,95033.65,93136.3,94471.31833333334,532942301496.21655,95916.0,92866.0,94602.17074999999,94724.23562499999,43.65946523682737,-397.7766718135972,-250.95336368760056,-146.82330812599662
2024-12-30,93540.0,92286.7,93282.66875,815232971712.6533,95529.0,91256.6,93327.77841666667,93355.01075,42.39079721244399,-235.56693939017717,-241.5945690867565,6.027629696579368
2024-12-31,92713.04,93459.91,93557.99826086956,1240103967643.816,96400.0,91256.6,93525.40452173912,93472.27517391303,56.74925837875809,134.89662162894092,253.61862691186047,-118.72200528291955
2025-01-01,93380.0,94683.43,93778.03000000001,869556865909.4567,96400.0,91887.13,93688.32966666667,93681.54820833333,48.981451517060755,231.9069819147262,115.48635345183978,116.42062846288644
2025-01-02,94353.11,96679.99,96175.60458333335,763442703606.1047,97887.0,92588.1,95979.40383333333,95673.18975,71.08961001708906,637.2081306992477,684.192198555698,-46.98406785645034
2025-01-03,96914.13,98248.22,97173.19583333335,897014218828.7521,99028.0,94248.02,97059.88766666666,96949.24120833333,54.78128481684675,541.7082399331848,434.26669126023256,107.44154867295224
2025-01-04,98072.0,98227.53,97997.27333333333,779718472841.3167,99028.0,96016.63,97995.67791666667,98003.32108333334,53.1441698229897,188.6064560587984,176.79266113557367,11.813794923224693
2025-01-05,98243.7,98604.46,98061.98916666668,467129402268.38086,98889.0,97250.0,98052.898,98056.49200000001,49.501427944509544,92.86864252592204,25.55568249110825,67.31296003481378
2025-01-06,98519.26,102139.41,100178.09166666667,642548668343.8247,102560.0,97250.0,99876.48375,99465.23329166666,68.23845024072124,967.380327873223,820.1240503298162,147.25627754340678
2025-01-07,102056.44,96885.62,99980.13291666667,1149415062553.9148,102760.0,96100.0,100418.66116666666,100927.72858333333,35.90869526026352,-1138.3407904273918,-727.4294838785684,-410.9113065488234
2025-01-08,96914.3,95035.86,95548.17958333333,1572289542655.027,102517.734,92500.0,95730.12616666667,96005.53579166667,29.327774538684917,-882.1641197001736,-979.2562374015738,97.09211770140018
2025-01-09,94941.54,92580.88,93469.8,1483892725593.645,97287.0,91168.5,93666.24766666668,93830.65816666668,41.69855253595064,-679.7083734707558,-661.8050633426551,-17.903310128100657
2025-01-10,92585.1,94752.89,94165.96833333334,1479480471602.982,95930.0,91168.5,93957.75516666665,93786.46433333332,60.917084583272135,253.6619312138646,195.73994492247445,57.92198629139014
2025-01-11,94651.67,94588.35,94383.49375000001,1080615095231.95,95930.0,92200.0,94388.7945,94410.64358333334,48.58797338825858,80.73338840667566,48.49699756093618,32.23639084573948
2025-01-12,94530.52,94075.59,94499.73625,395124240107.7968,95534.0,93652.2,94533.73,94485.47933333334,51.205755519685,25.266490925467224,75.31793599766242,-50.05144507219519
2025-01-13,94410.9,94278.35,93047.9375,920448640961.3503,96069.0,89005.8,93072.35516666668,93308.12191666667,38.78615435852881,-136.86864603831782,-462.26886992311887,325.40022388480105
2025-01-14,94386.11,96640.86,95821.49041666667,1663737133441.8743,97451.0,89005.8,95606.83733333333,95203.60545833333,71.78325503636074,632.3597928715317,665.5739878134692,-33.214194941937535
2025-01-15,96636.78,99687.75,98034.71833333334,1277023330726.508,100731.7,94330.82,97771.35841666667,97450.45649999999,63.782236285038266,926.9170714777864,834.078552816512,92.83851866127452
2025-01-16,100470.42,99892.36,99547.75666666667,1326875282132.31,100880.0,96400.0,99525.05591666668,99495.156875,51.85144564397149,326.65221919104806,305.61112075685867,21.041098434189397
2025-01-17,100174.96,104430.0,102747.06458333333,1425425670052.0908,105970.0,97277.58,102361.55,101850.81895833333,71.73077895976122,1178.7198190048657,1130.1720473345094,48.54777167035627
2025-01-18,104363.29,104437.34,103765.37583333334,1519151649228.4746,105970.0,99981.27,103799.67633333332,103867.39833333333,48.05895392279817,287.7260422800464,276.12492722224863,11.601115057797756
2025-01-19,104309.12,101393.76,104589.20166666666,1216960404691.0486,106370.0,100999.0,104673.29708333332,104587.674,55.04160763770983,-112.3172812515404,190.61392404463885,-302.93120529617926
2025-01-20,101106.19,103194.2,104617.97333333333,2576725577901.583,109590.0,99416.27,104624.67275000001,104723.29579166666,48.26803344656168,-319.444709630232,145.5244507831217,-464.9691604133536
2025-01-21,101920.0,105945.91,103798.54458333332,2650550602253.393,109590.0,99475.21,103535.07416666666,103305.76458333334,50.82259831906561,759.3498946643813,428.27127032492353,331.07862433945775
2025-01-22,106017.0,103802.65,104945.36666666665,1825461985315.0852,107360.0,100051.0,105135.68916666666,105328.06554166666,43.95621198812958,-257.5989299010689,-127.45798277114388,-130.14094712992502
2025-01-23,103720.0,104284.03,103115.69791666667,1590316459347.7988,107000.0,101200.01,103137.88691666666,103106.12779166666,43.54252361283083,146.04926528522628,-4.262295632617331,150.31156091784362
2025-01-24,104124.13,104782.29,105037.97708333335,2121891650833.5942,107200.0,101200.01,104924.86108333334,104788.733625,60.12904225326383,352.8726097249309,474.31464485810943,-121.44203513317848
2025-01-25,104597.44,105009.4,104702.23,989225494443.317,107200.0,102700.0,104705.00125000002,104796.03308333334,45.932409493107116,80.22059854798135,29.8618734174529,50.358725130528455
2025-01-26,104736.11,103415.9,104813.82652173912,442317829776.3029,105478.8,103355.79,104885.81208695652,104899.04234782608,49.13642053286351,-124.56437876957352,-5.919363006008105,-118.64501576356544
2025-01-27,103179.08,102071.39,100496.53875,1147805775223.1367,105478.8,97688.7,100698.47350000001,101178.06483333332,26.433377670980068,-379.7176075409952,-775.2860762989682,395.56846875797294
2025-01-28,102864.96,101339.82,102369.50166666666,1598035544438.56,103800.0,97688.7,102416.44033333333,102234.129875,55.02528913288496,-134.82588492856303,88.70440501061506,-223.5302899391781
2025-01-29,101334.75,103987.02,102486.55708333333,1035549734451.0,104750.0,100265.7,102267.50733333333,102178.70445833333,54.30675352411379,380.9482009785133,198.51680205752717,182.4313989209862
2025-01-30,103608.57,105131.0,105106.41666666667,1218131345408.0,106520.0,101287.836,104997.08466666668,104735.72079166667,65.85828620583932,404.28989865804033,543.9190814139628,-139.62918275592244
2025-01-31,104802.65,102068.26,104035.82416666666,942100660224.0,106219.695,101534.7,104296.94374999999,104520.35525000001,40.69465825257589,-621.077229324379,-307.0698612335695,-314.0073680908095
2025-02-01,102288.27,100529.1,101993.62541666666,953954947072.0,105826.97,100446.33,102074.70883333334,102231.07766666666,36.448734031389826,-506.0170760560432,-451.35706290491953,-54.66001315112362
2025-02-02,100726.75,97304.0,99150.7475,980547334144.0,102754.055,96217.45,99441.29950000001,99843.68079166667,32.642758174811185,-963.1700253871386,-897.3644345298569,-65.80559085728169
2025-02-03,97344.86,99595.19,95547.20263157896,1847331151872.0,101382.08,91774.66,95422.61873684211,95666.58415789473,40.49061749398828,-20.639266605649027,-718.4740899834163,697.8348233777673
